comName,sciName,measure_name,time,detections_cnt
Eurasian Collared-Dove,Streptopelia decaocto,Confidence,2024-02-14T02:00:00,2
,test,cpu_utilization,2024-02-17T16:00:00,1
Common Raven,Corvus corax,Confidence,2024-02-13T17:00:00,10
Common Raven,Corvus corax,Confidence,2024-02-13T18:00:00,3
Common Raven,Corvus corax,Confidence,2024-02-13T23:00:00,2
Common Raven,Corvus corax,Confidence,2024-02-14T01:00:00,2
Common Raven,Corvus corax,Confidence,2024-02-14T16:00:00,2
Common Raven,Corvus corax,Confidence,2024-02-14T20:00:00,2
Common Raven,Corvus corax,Confidence,2024-02-15T18:00:00,2
Common Raven,Corvus corax,Confidence,2024-02-15T20:00:00,2
Fox Sparrow,Passerella iliaca,Confidence,2024-02-15T17:00:00,2
Black Phoebe,Sayornis nigricans,confidence,2024-02-17T17:00:00,3
Gadwall,Mareca strepera,Confidence,2024-02-13T05:00:00,2
Red-breasted Nuthatch,Sitta canadensis,confidence,2024-02-17T17:00:00,3
Red-breasted Nuthatch,Sitta canadensis,confidence,2024-02-17T19:00:00,5
Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-12T19:00:00,5
Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-12T20:00:00,2
Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-13T17:00:00,6
Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-14T18:00:00,4
Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-14T19:00:00,3
American Crow,Corvus brachyrhynchos,confidence,2024-02-17T17:00:00,4
American Crow,Corvus brachyrhynchos,confidence,2024-02-17T18:00:00,5
American Crow,Corvus brachyrhynchos,confidence,2024-02-17T19:00:00,9
Black-crowned Night-Heron,Nycticorax nycticorax,Confidence,2024-02-13T17:00:00,2
California Scrub-Jay,Aphelocoma californica,Confidence,2024-02-13T18:00:00,4
California Scrub-Jay,Aphelocoma californica,Confidence,2024-02-13T19:00:00,4
California Scrub-Jay,Aphelocoma californica,Confidence,2024-02-15T15:00:00,3
California Scrub-Jay,Aphelocoma californica,Confidence,2024-02-15T16:00:00,2
Common Raven,Corvus corax,confidence,2024-02-17T19:00:00,1
